Unix,Date,Symbol,Open,High,Low,Close,Volume,Volume USDT,tradecount
1727740800000,2024-10-01 00:00:00+00:00,AAVEUSDT,156.76,158.66,155.08,158.31,7167.424741014464,1134675.01075,5378
1727744400000,2024-10-01 01:00:00+00:00,AAVEUSDT,158.29,159.1,157.48,157.57,7620.015793552073,1200685.88859,5040
1727748000000,2024-10-01 02:00:00+00:00,AAVEUSDT,157.57,157.75,156.53,157.66,2154.5496418241787,339686.29653,1768
1727751600000,2024-10-01 03:00:00+00:00,AAVEUSDT,157.68,159.59,157.68,159.23,5173.55005168624,823784.37473,3021
1727755200000,2024-10-01 04:00:00+00:00,AAVEUSDT,159.24,161.24,158.83,160.07,8585.804494096332,1374329.72537,4996
1727758800000,2024-10-01 05:00:00+00:00,AAVEUSDT,160.08,161.84,159.88,161.73,8543.534527360416,1381745.83911,7719
1727762400000,2024-10-01 06:00:00+00:00,AAVEUSDT,161.72,164.28,161.64,164.2,11277.793111632156,1851813.62893,11776
1727766000000,2024-10-01 07:00:00+00:00,AAVEUSDT,164.22,164.32,162.65,164.03,6628.3011007132845,1087240.22955,4254
1727769600000,2024-10-01 08:00:00+00:00,AAVEUSDT,164.04,164.14,162.61,163.22,9418.251535228525,1537247.01558,4458
1727773200000,2024-10-01 09:00:00+00:00,AAVEUSDT,163.22,163.83,161.89,162.31,5551.476796192472,901060.19879,3571
1727776800000,2024-10-01 10:00:00+00:00,AAVEUSDT,162.34,162.96,161.92,162.66,4471.217175888356,727288.18583,2584
1727780400000,2024-10-01 11:00:00+00:00,AAVEUSDT,162.67,163.84,162.45,163.18,5650.752901581076,922089.85848,3917
1727784000000,2024-10-01 12:00:00+00:00,AAVEUSDT,163.2,163.8,162.52,163.03,4843.1167199288475,789573.31885,3111
1727787600000,2024-10-01 13:00:00+00:00,AAVEUSDT,163.06,163.23,156.43,158.19,19531.128973892155,3089629.29238,14630
1727791200000,2024-10-01 14:00:00+00:00,AAVEUSDT,158.19,158.96,152.5,153.61,37419.57857763166,5748021.46531,26794
1727794800000,2024-10-01 15:00:00+00:00,AAVEUSDT,153.59,153.62,148.09,151.23,45637.27023361767,6901724.37743,32809
1727798400000,2024-10-01 16:00:00+00:00,AAVEUSDT,151.3,152.17,148.0,150.23,26759.53024229515,4020084.2283,17383
1727802000000,2024-10-01 17:00:00+00:00,AAVEUSDT,150.23,150.23,143.3,150.07,34321.86616045845,5150682.4547,31421
1727805600000,2024-10-01 18:00:00+00:00,AAVEUSDT,150.07,151.63,148.78,149.68,10781.38168706574,1613757.21092,9122
1727809200000,2024-10-01 19:00:00+00:00,AAVEUSDT,149.67,149.85,147.9,148.48,7224.565210331359,1072703.44243,5948
1727812800000,2024-10-01 20:00:00+00:00,AAVEUSDT,148.52,148.66,143.5,146.36,16821.42500676414,2461983.76399,13428
1727816400000,2024-10-01 21:00:00+00:00,AAVEUSDT,146.34,148.33,145.48,148.17,9308.45237173517,1379233.38792,6882
1727820000000,2024-10-01 22:00:00+00:00,AAVEUSDT,148.17,148.24,145.48,146.09,6974.62971763981,1018923.65545,4608
1727823600000,2024-10-01 23:00:00+00:00,AAVEUSDT,146.11,146.62,144.81,144.81,5425.135659761067,785613.89489,4894
1727827200000,2024-10-02 00:00:00+00:00,AAVEUSDT,144.8,146.95,143.87,146.59,9385.840146190054,1375870.30703,6621
1727830800000,2024-10-02 01:00:00+00:00,AAVEUSDT,146.56,148.63,146.22,148.61,9107.74897570823,1353502.57528,7128
1727834400000,2024-10-02 02:00:00+00:00,AAVEUSDT,148.61,148.88,147.72,148.27,6084.94316732987,902214.52342,5157
1727838000000,2024-10-02 03:00:00+00:00,AAVEUSDT,148.26,149.72,148.2,149.16,5783.276157280772,862633.47162,5867
1727841600000,2024-10-02 04:00:00+00:00,AAVEUSDT,149.16,149.21,147.7,148.31,5044.356071876475,748128.44902,3627
1727845200000,2024-10-02 05:00:00+00:00,AAVEUSDT,148.31,148.86,147.27,147.7,3003.036134461747,443548.43706,3539
1727848800000,2024-10-02 06:00:00+00:00,AAVEUSDT,147.72,149.4,147.16,149.15,4457.3343247066705,664811.41453,3964
1727852400000,2024-10-02 07:00:00+00:00,AAVEUSDT,149.18,150.23,148.68,149.17,7108.187369109071,1060328.30985,5640
1727856000000,2024-10-02 08:00:00+00:00,AAVEUSDT,149.18,149.51,148.2,149.08,3463.3982037161254,516323.40421,3502
1727859600000,2024-10-02 09:00:00+00:00,AAVEUSDT,149.09,149.18,145.63,146.27,10560.879849729952,1544739.89562,6656
